5.243224716186523438e+01,1.465246200561523438e+01,4.521777343750000000e+01
1.152104282379150391e+01,5.531817245483398438e+01,1.755222129821777344e+01
6.447423553466796875e+01,2.005843162536621094e+01,9.458218383789062500e+01
3.671657943725585938e+01,6.266042709350585938e+01,5.094717407226562500e+01
9.982568359375000000e+01,7.153440093994140625e+01,6.392774581909179688e+01
4.692207336425781250e+01,4.840044021606445312e+01,1.810315728187561035e+00
6.214191436767578125e+01,4.458075332641601562e+01,8.210478973388671875e+01
8.132741546630859375e+01,5.475765609741210938e+01,4.202972030639648438e+01
6.784047698974609375e+01,2.310923576354980469e+01,7.919589233398437500e+01
8.366774749755859375e+01,7.546360778808593750e+01,4.898342895507812500e+01
1.289029693603515625e+01,4.325123596191406250e+01,3.968685531616210938e+01
4.705168724060058594e+00,2.646047210693359375e+01,2.456020736694335938e+01
9.508792114257812500e+01,2.434185791015625000e+01,3.117826223373413086e+00
9.838113403320312500e+01,5.480841064453125000e+01,3.705892562866210938e+01
7.155981445312500000e+01,5.972507095336914062e+01,6.208140850067138672e+00
1.211897373199462891e+01,4.614808273315429688e+01,9.889865875244140625e+01
5.260241317749023438e+01,4.420684051513671875e+01,1.073256397247314453e+01
5.665548324584960938e+01,4.423894405364990234e+00,8.352300262451171875e+01
1.041504859924316406e+01,2.488706016540527344e+01,4.161073684692382812e+01
5.808935165405273438e+01,4.489283370971679688e+01,6.345871353149414062e+01
4.885499954223632812e+01,7.783586120605468750e+01,8.164273071289062500e+01
6.954117584228515625e+01,2.917832183837890625e+01,6.121564865112304688e+01
4.908371734619140625e+01,8.991636037826538086e-01,8.930396270751953125e+01
3.741130065917968750e+01,7.339178085327148438e+00,1.987493276596069336e+00
1.070895671844482422e+01,1.832167434692382812e+01,8.914532470703125000e+01
5.777500915527343750e+01,6.592269134521484375e+01,9.549712371826171875e+01
6.224279785156250000e+01,2.807724571228027344e+01,7.523333740234375000e+01
7.240850067138671875e+01,9.143435478210449219e+00,7.892303466796875000e+01
8.412799835205078125e+01,4.508981323242187500e+01,5.131840515136718750e+01
8.243383789062500000e+01,1.137401485443115234e+01,3.520119190216064453e+00
2.418153572082519531e+01,8.339412689208984375e+01,3.543821334838867188e+01
4.117408370971679688e+01,2.773788261413574219e+01,4.351299667358398438e+01
1.764012336730957031e+01,2.836721038818359375e+01,3.503491592407226562e+01
5.726527786254882812e+01,9.432210540771484375e+01,8.812041473388671875e+01
4.184326171875000000e+01,6.474290466308593750e+01,1.390112018585205078e+01
1.992448425292968750e+01,4.395493030548095703e+00,4.186246871948242188e+01
7.050070190429687500e+01,4.409370803833007812e+01,8.815438079833984375e+01
4.103749752044677734e+00,2.914049720764160156e+01,8.977173614501953125e+01
4.087841510772705078e+00,9.083940124511718750e+01,3.912265396118164062e+01
6.572337627410888672e+00,4.714253997802734375e+01,4.112021446228027344e+00
4.467433166503906250e+01,5.186275863647460938e+01,9.114977264404296875e+01
3.588488388061523438e+01,5.280735015869140625e+01,9.930662536621093750e+01
5.097877883911132812e+01,5.009372711181640625e+01,6.502069950103759766e+00
8.618652343750000000e+01,3.381663131713867188e+01,7.271810150146484375e+01
5.683472824096679688e+01,9.272319030761718750e+01,4.552250671386718750e+01
7.568949127197265625e+01,7.448204803466796875e+01,3.074131393432617188e+01
8.663314056396484375e+01,8.810610961914062500e+01,9.016155242919921875e+01
2.579319000244140625e+01,9.448545074462890625e+01,9.213793182373046875e+01
1.708876609802246094e+01,2.823997306823730469e+01,8.511507415771484375e+01
2.730619430541992188e+01,1.265488243103027344e+01,8.644124603271484375e+01
3.990407562255859375e+01,4.181542587280273438e+01,8.231501007080078125e+01
4.537033081054687500e+01,2.259259414672851562e+01,9.037526702880859375e+01
5.702190017700195312e+01,7.861029052734375000e+01,4.658959960937500000e+01
7.281463623046875000e+01,5.870591735839843750e+01,3.558552551269531250e+01
